Subject Title,Subject Code
Introduction to Quantum Computing,MULT90063
Industry Core and Project,MULT90064
Computing for Musicians,MUSI10004
Riffs: Guitar Cultures & Practice 1,MUSI10017
MCM African Music and Dance Ensemble 1,MUSI10021
MCM African Music and Dance Ensemble 2,MUSI10022
Music Language 1: the Diatonic World,MUSI10023
Baroque Ensemble 1,MUSI10041
Baroque Ensemble 2,MUSI10042
Music History 1: 17th & 18th Centuries,MUSI10047
Brass Ensemble 1,MUSI10052
Brass Ensemble 2,MUSI10053
Early Voices 1,MUSI10056
Early Voices 2,MUSI10057
Conservatorium Choir 1,MUSI10058
Conservatorium Choir 2,MUSI10059
Symphonic Ensembles 1,MUSI10060
Symphonic Ensembles 2,MUSI10061
Guitar Ensemble 1,MUSI10066
Guitar Ensemble 2,MUSI10067
String Ensemble 1,MUSI10068
String Ensemble 2,MUSI10069
Piano Duo and Duet 1,MUSI10076
Vocal Ensemble 1,MUSI10092
Vocal Ensemble 2,MUSI10093
African Music and Dance Ensemble,MUSI10148
Choir 1,MUSI10159
Guitar Ensemble 1 (Breadth),MUSI10173
Guitar Ensemble 2 (Breadth),MUSI10174
Making Music For Film And Animation 1,MUSI10179
Contextual Studies 1,MUSI10180
Ensemble Studies 1,MUSI10181
Individual Performance Studies 1,MUSI10182
Pop Song Writing 1,MUSI10184
Interactive Composition 1,MUSI10191
Ensemble Studies 2,MUSI10192
Contextual Studies 2,MUSI10193
Interactive Composition 2,MUSI10194
Music Making Laboratory 1,MUSI10195
Music Making Laboratory 2,MUSI10196
Individual Performance Studies 2,MUSI10197
Applied Aural Musicianship 1,MUSI10204
Medieval and Renaissance Ensemble 2,MUSI10206
Medieval and Renaissance Ensemble 1,MUSI10207
Rock Music: From Roots to Retro,MUSI10219
Practical Music 1,MUSI10220
Practical Music 2,MUSI10221
Sound in Performance,MUSI10223
Chamber Choir 1,MUSI10225
Chamber Choir 2,MUSI10226
Sound Studies 2,MUSI10228
Sound Studies 1,MUSI10229
Musical Perspectives,MUSI10230
Composition 1,MUSI10231
Composition 2,MUSI10232
ANAM-MCM Ensembles 1,MUSI10233
ANAM-MCM Ensembles 2,MUSI10234
Symphonic Ensembles 1 (Breadth),MUSI10235
Symphonic Ensembles 2 (Breadth),MUSI10236
Music and Health,MUSI10237
Chamber Music 1,MUSI20013
Chamber Music 2,MUSI20014
Minor Music Performance 1,MUSI20025
Minor Music Performance 2,MUSI20026
Composition 3,MUSI20055
Composition 4,MUSI20056
Music Language 2: Chromaticism & Beyond,MUSI20061
Baroque Ensemble 1,MUSI20069
Baroque Ensemble 2,MUSI20070
Big Band 1,MUSI20071
Big Band 2,MUSI20072
Brass Ensemble 1,MUSI20073
Brass Ensemble 2,MUSI20074
Early Voices 1,MUSI20080
Early Voices 2,MUSI20081
Conservatorium Choir 1,MUSI20082
Conservatorium Choir 2,MUSI20083
MCM Indonesian Gamelan Ensemble 1,MUSI20087
MCM Indonesian Gamelan Ensemble 2,MUSI20088
Guitar Ensemble 1,MUSI20089
Guitar Ensemble 2,MUSI20090
String Ensemble 1,MUSI20091
String Ensemble 2,MUSI20092
Symphonic Ensembles 1,MUSI20093
Symphonic Ensembles 2,MUSI20094
Piano Duo and Duet 1,MUSI20099
Shakuhachi 1,MUSI20104
Shakuhachi 2,MUSI20105
MCM Chinese Music Ensemble,MUSI20108
Vocal Ensemble 1,MUSI20112
Vocal Ensemble 2,MUSI20113
Composition Studies,MUSI20122
Symphonic Ensembles 2 (Breadth),MUSI20123
Big Band 2 (Breadth),MUSI20132
Chinese Music Ensemble 1,MUSI20135
Indonesian Gamelan Ensemble,MUSI20138
World Music Choir,MUSI20143
Music Psychology,MUSI20149
Music and Health,MUSI20150
Practical Anatomy for Classical Voice 1,MUSI20156
Applied Aural Musicianship 3,MUSI20160
Samba Band,MUSI20163
Free Play New Music Improvisation Ensem,MUSI20164
The Art of Game Music,MUSI20173
The Laptop Recording Studio,MUSI20174
Individual Performance Studies 3,MUSI20175
Ensemble Studies 3,MUSI20176
Contextual Studies 3,MUSI20177
Individual Performance Studies 4,MUSI20178
Ensemble Studies 4,MUSI20179
Contextual Studies 4,MUSI20180
Interactive Composition 3,MUSI20181
Music Making Laboratory 3,MUSI20182
Interactive Composition 4,MUSI20183
Music Making Laboratory 4,MUSI20184
Advanced Recording Studio Techniques,MUSI20190
Riffs: Guitar Cultures & Practice 2,MUSI20196
Practical Music 3,MUSI20199
Practical Music 4,MUSI20200
Performance 3,MUSI20201
Performance 4,MUSI20202
Peak Performance Under Pressure,MUSI20203
The Business of Music,MUSI20206
Applied Aural Musicianship 2,MUSI20207
Electronic Dance Music Technique,MUSI20208
Saxophone Ensemble,MUSI20210
Percussion Ensemble,MUSI20211
Practical Anatomy for Classical Voice 2,MUSI20212
Chamber Choir 1,MUSI20213
Chamber Choir 2,MUSI20214
Medieval and Renaissance Ensemble 1,MUSI20215
Medieval and Renaissance Ensemble 2,MUSI20216
Sound Studies 3,MUSI20220
Sound Studies 4,MUSI20221
Music Performance Science,MUSI20223
"Music, Mind & Wellbeing",MUSI20225
Jazz and Improvisation Global Atelier,MUSI20226
Optimising Personal Performance,MUSI20228
ANAM-MCM Ensembles 3,MUSI20229
ANAM-MCM Ensembles 4,MUSI20230
Indigenous Music and Musicians,MUSI20231
Introduction to Improvisation,MUSI20234
Jazz Improvisation,MUSI20235
Music and Film since 1900,MUSI30004
"Sex, Death and the Ecstatic in Music",MUSI30015
Chamber Music 3,MUSI30019
Chamber Music 4,MUSI30020
Electro-Acoustic Music,MUSI30031
Music Research,MUSI30032
Studies In Opera,MUSI30045
Music Analysis,MUSI30047
Minor Music Performance 3,MUSI30050
Minor Music Performance 4,MUSI30051
The Ethnography of Music,MUSI30053
Historical Performance Practice,MUSI30116
Shakuhachi Ensemble 1,MUSI30139
Acting for Singers 1,MUSI30159
Acting for Singers 2,MUSI30160
Baroque Ensemble 1,MUSI30163
Baroque Ensemble 2,MUSI30164
Big Band 1,MUSI30165
Big Band 2,MUSI30166
Brass Ensemble 1,MUSI30167
Brass Ensemble 2,MUSI30168
Early Voices 1,MUSI30172
Early Voices 2,MUSI30173
Conservatorium Choir 1,MUSI30174
Conservatorium Choir 2,MUSI30175
Guitar Ensemble 1,MUSI30181
String Ensemble 1,MUSI30183
String Ensemble 2,MUSI30184
Symphonic Ensembles 1,MUSI30185
Symphonic Ensembles 2,MUSI30186
Piano Duo and Duet 1,MUSI30193
Vocal Ensemble 1,MUSI30206
Vocal Ensemble 2,MUSI30207
Composition 5,MUSI30213
Composition 6,MUSI30214
Ensemble Studies 5,MUSI30225
Ensemble Studies 6,MUSI30226
Individual Performance Studies 5,MUSI30227
Individual Performance Studies 6,MUSI30228
Interactive Composition 5,MUSI30229
Interactive Composition 6,MUSI30230
Music Making Laboratory 5,MUSI30231
Music Making Laboratory 6,MUSI30232
Chamber Choir 1,MUSI30244
Music History 3: 20th & 21st Centuries,MUSI30249
Practical Music 5,MUSI30250
Practical Music 6,MUSI30251
Performance 5,MUSI30252
Performance 6,MUSI30253
Applied Aural Musicianship 4,MUSI30255
Figured Bass Realisation 1,MUSI30257
Chamber Choir 2,MUSI30258
Medieval and Renaissance Ensemble 1,MUSI30260
Medieval and Renaissance Ensemble 2,MUSI30261
Italian Lyric Diction,MUSI30265
German Lyric Diction,MUSI30266
Music in Australia,MUSI30269
Research in Context,MUSI30272
Musicology/Ethnomusicology Capstone,MUSI30273
Collaborative Music Capstone,MUSI30274
Big Band 1 (Breadth),MUSI30277
Big Band 2 (Breadth),MUSI30278
Symphonic Ensembles 1 (Breadth),MUSI30279
Symphonic Ensembles 2 (Breadth),MUSI30280
Advanced Harmonic Studies,MUSI30281
Advanced Rhythmic Studies,MUSI30282
Interpretation of Vocal Repertoire 1,MUSI30284
Interpretation of Vocal Repertoire 2,MUSI30285
Introduction to Instrumental Teaching,MUSI30286
GradDip Composition 1,MUSI40012
GradDip Composition 2,MUSI40013
Practical Study 2,MUSI40017
Historical Performance Practice,MUSI40032
Conducting,MUSI40036
Studies In Opera,MUSI40054
Music Analysis,MUSI40055
Special Study,MUSI40056
"Sex, Death and the Ecstatic in Music",MUSI40058
Concerto,MUSI40060
Recital,MUSI40061
Honours Chamber Music 1,MUSI40062
Honours Ensemble 1,MUSI40063
The Research Process for Musicians,MUSI40064
Honours Composition 1,MUSI40067
Honours Composition 2,MUSI40068
Professional Project (Musicology),MUSI40071
Composition Studies,MUSI40073
Music and Health,MUSI40074
Music Psychology,MUSI40075
Musics of the World,MUSI40076
Music Research (Honours),MUSI40078
The Ethnography of Music (Honours),MUSI40079
Honours Ensemble 2,MUSI40080
Honours Chamber Music 2,MUSI40081
Major Project (Jazz & Improvisation),MUSI40082
Research Methods,MUSI40083
Research Paper,MUSI40084
Integrated Musical Practice 1,MUSI40088
Integrated Musical Practice 2,MUSI40089
Music Internship,MUSI40091
Music Management and Enterprise,MUSI40092
Major Project (Interactive Composition),MUSI40097
Music and Politics,MUSI40099
Thesis Part 1,MUSI40101
Thesis Part 2,MUSI40102
Figured Bass Realisation 1,MUSI40103
Dissertation Part 1,MUSI40104
Dissertation Part 2,MUSI40105
Research Paper (Jazz & Improvisation),MUSI40106
Capstone Music Project Part 1,MUSI40107
Capstone Music Project Part 2,MUSI40108
Honours Music Studies 1,MUSI40110
Introduction to Instrumental Teaching,MUSI40112
Research Project (MMus),MUSI70021
Choral Direction,MUSI90014
Band Direction,MUSI90015
Piano Pedagogy,MUSI90027
Music Therapy Methods 1,MUSI90032
Music Therapy Methods 2,MUSI90033
Music Therapy Methods 3,MUSI90034
Music Therapy Methods 4,MUSI90035
Music Psychology Research,MUSI90036
Research in Music Therapy,MUSI90037
Music Therapy Practice 1,MUSI90038
Music Therapy Practice 2,MUSI90039
Music Therapy Practice 3,MUSI90040
Applications of Music in Therapy A,MUSI90041
Applications of Music in Therapy B,MUSI90042
Applications of Music in Therapy C,MUSI90043
Objectivist Research in Music Therapy,MUSI90044
Interpretivist Research in Music Therapy,MUSI90045
The Teacher as Conductor,MUSI90144
Performing to Teach 1,MUSI90147
Ensemble,MUSI90148
Applied Instrumental and Vocal Teaching,MUSI90149
"Music Learning, Teaching and Research",MUSI90150
Music Performance Curriculum& Assessment,MUSI90151
Second Instrument / Vocal Study 2,MUSI90152
Professional Practice 2,MUSI90153
Professional Practice 1,MUSI90154
Second Instrument / Vocal Study 1,MUSI90155
Performing to Teach 2,MUSI90156
Pedagogue Recital,MUSI90157
Opera Performance Practicum 1,MUSI90160
Opera Performance Practicum 2,MUSI90169
Opera Performance Practicum 3,MUSI90171
Opera Performance Practicum 4,MUSI90172
Evidence-Based Performance Teaching,MUSI90179
Acting for Opera Performance 1,MUSI90183
Music Therapy Practice 4,MUSI90187
Music and Health Research,MUSI90188
Keyboard Repertoire and the Teacher,MUSI90190
The Research Process For Musicians (RHD),MUSI90191
Studio Teaching 1,MUSI90192
Instrumental Pedagogy,MUSI90194
Orchestration,MUSI90196
Professional Research Project Part 1,MUSI90197
Professional Research Project Part 2,MUSI90198
Suzuki Practicum Part 1,MUSI90199
Suzuki Practicum Part 2,MUSI90200
Orchestral Instrument Performance 1,MUSI90217
Orchestral Instrument Performance 2,MUSI90220
Orchestral Performance Practicum 1,MUSI90221
Optimal Performance Under Pressure,MUSI90223
Core Skills In Opera 1,MUSI90231
Repetiteur Skills,MUSI90232
Core Skills in Opera 2,MUSI90233
Core Skills in Opera 3,MUSI90234
Major Role Preparation,MUSI90237
"Music, Learning & Technology",MUSI90238
Lyric Diction for Opera,MUSI90239
Opera Atelier,MUSI90243
Musician's Health,MUSI90244
Orchestra Audition Preparation 1,MUSI90245
Orchestra Audition Preparation 2,MUSI90246
Graduate Chamber Music 1,MUSI90249
Research Process for Music Psychologists,MUSI90252
Repertoire Perspectives 1,MUSI90254
Side-by-side Project 1,MUSI90256
Special Ensemble Project 1,MUSI90260
Leadership in Schools,MUSI90262
Music Theatre Contextual Studies 1,MUST10013
Music Theatre Studio 1,MUST10014
Music Theatre Contextual Studies 2,MUST10015
Music Theatre Studio 2,MUST10016
Singing and the Power of Pop Music,MUST20010
Music Theatre Combination Skills 1,MUST20012
Music Theatre Studio 3,MUST20013
Music Theatre Combination Skills 2,MUST20014
Music Theatre Studio 4,MUST20015
Musicals & Society: Oklahoma to Hamilton,MUST20016
Music Theatre Global Atelier,MUST30011
Music Theatre Studio 5,MUST30014
Production Studio 1,MUST30015
Music Theatre Industry Skills,MUST30016
Music Theatre Studio 6,MUST30017
Production Studio 2,MUST30018
Music Theatre Major Project,MUST40001
Neurophysiology: Neurons and Circuits,NEUR30002
Complex Functions in Neuroscience,NEUR30004
Developmental Neurobiology,NEUR30005
Real and Artificial Neural Networks,NEUR30006
Auditory Neuroscience,NEUR30007
Land Resources and Management,NRMT10007
Biosecurity: Managing Invasive Species,NRMT90002
Social Research Methods,NRMT90003
Communities and Ecosystem Management,NRMT90007
Health Innovation & Improvement Project,NURS90002
Consumer Perspective: Theory & Practice,NURS90018
Independent Study Project,NURS90026
Nursing Science 3,NURS90052
Clients with Complex Health States,NURS90053
Nursing as Practice,NURS90055
Contemporary Nursing,NURS90057
Nursing Research,NURS90059
Foundations of Nursing,NURS90066
Health Assessment for Advanced Practice1,NURS90067
Health Assessment for Adv. Practice 2,NURS90068
Clinical Leadership in Context,NURS90069
Implementing Evidence for Practice,NURS90070
Quality Use of Medicines,NURS90071
Advanced Nursing Practice in Context,NURS90072
Applications of Clinical Pharmacology,NURS90075
Applied Pathophysiology,NURS90076
Foundations of Mental Health Nursing,NURS90077
Assessment in Mental Health Nursing,NURS90078
Foundations in Neonatal Care,NURS90079
Foundations in Paediatric Critical Care,NURS90085
Quality and Safety in Healthcare,NURS90086
Paediatric Nursing,NURS90088
Advanced Therapeutic Skills,NURS90093
Paediatric Intensive Care Practice,NURS90096
Paediatric Nursing Practice,NURS90097
Mental Health Nursing Practice 1,NURS90101
Neonatal Intensive Care Practice,NURS90102
Chronic Disease Management: Foundations,NURS90104
Chronic Disease Management: In Practice,NURS90105
Minor Thesis Part 2,NURS90109
Mental Health Nursing Practice 2,NURS90119
Evidence in Practice,NURS90120
Foundations in Cancer Nursing,NURS90121
Foundations of Critical Care Nursing,NURS90122
Mental Health & Recovery,NURS90124
Nursing Science 2,NURS90125
Nursing Science 1,NURS90129
Clients with Acute and Chronic Illness,NURS90131
Preparing for Advanced Practice Nursing,NURS90133
Introducing Advanced Practice,NURS90134
Cancer Nursing Practice 1,NURS90135
Cancer Nursing Practice 2,NURS90136
Medical Oncology Nursing,NURS90137
Radiation Oncology Nursing,NURS90138
Haematology Nursing 1,NURS90139
Psychotherapy Essentials,NURS90141
"Alcohol, Other Drugs and Recovery",NURS90142
Surgical Oncology Nursing,NURS90146
Haematology Nursing 2,NURS90147
Emergency Nursing Practice,NURS90148
Intensive Care Nursing Practice,NURS90150
Critical Care Nursing,NURS90152
Foundations of Nursing Practice,NURS90154
Human Pathophysiology,NURS90156
Emergency Nursing Practice 1,NURS90159
Intensive Care Nursing Practice 2,NURS90162
Developing Advanced Practice,NURS90163
Food Nutrition and Health,NUTR20001
Monitoring Food and Nutrition Intake,NUTR30002
Lifestage Nutrition,NUTR30003
Advanced Topics in Nutrition,NUTR30004
Nutritional Biochemistry and Genomics,NUTR30005
Human Nutrition Research Project Part 1,NUTR40001
Human Nutrition Research Project Part 2,NUTR40002
"Perception, Illusions and Art",OPTO20004
Visual Neuroscience,OPTO30007
Vision Science Research Project Part 1,OPTO40012
Vision Science Research Project Part 2,OPTO40013
Graduate Seminar in Vision Science,OPTO90017
The Eye and Vision: A Window to Disease,OPTO90018
Project in Vision Science,OPTO90019
Project in Vision Science,OPTO90020
Project in Vision Science,OPTO90021
Project in Vision Science,OPTO90022
Applied Clinical Training,OPTO90023
Preclinical Optometry,OPTO90024
Research Studies in Vision and Optometry,OPTO90025
Optometry Internship,OPTO90028
Preclinical Optometry Refresher,OPTO90029
Research Project A (VisionSci) Part 1,OPTO90032
Research Project A (VisionSci) Part 2,OPTO90033
Research Project B (VisionSci) Part 1,OPTO90034
Research Project B (VisionSci) Part 2,OPTO90035
Society and Health 1,ORAL10001
Oral Health Sciences 1,ORAL10003
Health Promotion 2,ORAL20001
Health Promotion 2B,ORAL20002
Oral Health Sciences 2,ORAL20003
Oral Health Practice 2,ORAL20005
Oral Health Therapy Research,ORAL30001
Oral Health Practice 3,ORAL30002
Oral Health Therapy Research Int'l,ORAL30003
Oral Health Research Project 4A,ORAL40001
Oral Health Research Project 4B,ORAL40002
Oral Health Practice 4,ORAL90001
Oral Pathology and Adult Oral Function,ORAL90002
Oral Health Sciences 4,ORAL90003
Otolaryngology Research Project Part 1,OTOL40001
Otolaryngology Advanced Coursework,OTOL40002
Otolaryngology Research Project Part 2,OTOL40003
Leadership in Clinical Settings,PADM90013
Leading Healthcare Change for Impact,PADM90014
Clinical Leadership During Crises,PADM90024
Paediatrics Research Project Part 1,PAED40001
Coursework in Paediatrics & Child Health,PAED40002
Paediatrics Research Project Part 2,PAED40005
Child Public Health,PAED90005
Professional Practice in Context,PAED90007
Clinical Practice,PAED90020
Research Dissertation: Minor Thesis,PAED90023
Cancer Care in Young People,PAED90026
Exploring Human Disease,PATH20001
Experimental Pathology,PATH20003
Mechanisms of Human Disease,PATH30001
Techniques for Investigation of Disease,PATH30002
Frontiers in Human Disease,PATH30003
Advanced Investigation of Human Disease,PATH30004
Pathology Research Project Part 1,PATH40001
Critical Analysis of Pathology Research,PATH40002
Pathology Research Project Part 2,PATH40005
Clinical Path Research Project Part 1,PATH40006
Clinical Path Research Project Part 2,PATH40007
Clinical Path Research Project Part 1,PATH40008
Exploring Research in Clinical Pathology,PATH40010
Stand Up and Be Funny,PERF20001
Public Event Design,PERF30001
Philosophy: The Big Questions,PHIL10002
Philosophy: The Great Thinkers,PHIL10003
Ethical Theory,PHIL20008
Logical Methods,PHIL20030
The Philosophy of Mind,PHIL20033
Greek Philosophy,PHIL20040
Phenomenology and Existentialism,PHIL20041
The Ethics of Capitalism,PHIL20044
Feminism,PHIL20046
Knowledge and Reality,PHIL20047
Values of Art,PHIL20048
The Philosophy of Philosophy,PHIL30007
The Foundations of Interpretation,PHIL30024
The Power and Limits of Logic,PHIL30043
Race and Gender: Philosophical Issues,PHIL30052
Philosophy of Language,PHIL30053
Build-Your-Own: Metaphysics,PHIL30055
Recent European Philosophy,PHIL40002
Topics in Moral Psychology,PHIL40003
Topics in Political Philosophy,PHIL40004
Topics in Metaphysics,PHIL40005
Free Speech & Hate Speech,PHIL40013
Topics in Contemporary Epistemology,PHIL40018
Reading and Writing Philosophy,PHIL40020
Philosophy Thesis Part 1,PHIL40021
Shorter Thesis - Philosophy,PHIL70005
Literature Review,PHIL90007
Critical and Creative Thinking,PHIL90021
Thinking and Acting Ethically,PHIL90022
Philosophy Methods,PHIL90024
Applied Ethics Thesis Part 2,PHIL90039
Pharmacology: How Drugs Work,PHRM20001
Drugs Affecting the Nervous System,PHRM30002
Drug Treatment of Disease,PHRM30003
Drugs: From Discovery to Market,PHRM30008
Drugs in Biomedical Experiments,PHRM30009
Pharmacology for Health Professionals,PHRM90002
Sports Pharmacotherapeutics,PHRM90022
Pharmacology for Physiotherapy A,PHRM90023
Pharmacology for Physiotherapy B,PHRM90024
Physiotherapy Science Research Project 2,PHTY40014
The Pelvic Floor:Function&Dysfunction,PHTY90002
Advanced Practice in Pelvic Floor Physio,PHTY90003
Exercise for Women,PHTY90004
Paediatric Physiotherapy Theory,PHTY90013
Clinical Paediatric Physiotherapy,PHTY90030
Physiotherapy Professional Portfolio,PHTY90040
Neurological Physiotherapy,PHTY90089
Musculoskeletal Physiotherapy,PHTY90090
Cardiorespiratory Physiotherapy,PHTY90091
Healthcare in Context 1,PHTY90093
Research and Evidence 1,PHTY90094
Musculoskeletal Disorders in Women,PHTY90097
Musculoskeletal Clinical Practice,PHTY90098
Cardiorespiratory Clinical Practice,PHTY90099
Neurological Clinical Practice,PHTY90100
Research and Evidence 2,PHTY90101
Chronic Disease and Disability,PHTY90102
Lifespan and Chronic Disease Practice,PHTY90103
Lifespan Health,PHTY90104
Healthcare in Context 2,PHTY90106
Research and Evidence 3,PHTY90109
Leadership in Professional Practice,PHTY90111
Physical Activity and Exercise,PHTY90113
Physiotherapy Advanced Clinical Practice,PHTY90114
Foundation Physiotherapy Sciences B,PHTY90116
Integrated Professional Practice A,PHTY90117
Physiotherapy Clinical Practice A,PHTY90118
Physiotherapy Clinical Practice B,PHTY90119
Physiotherapy Clinical Practice C,PHTY90120
Lifespan Practice,PHTY90121
Research and Evidence,PHTY90122
Health Care in Context,PHTY90124
Strength and Conditioning for Life,PHTY90125
Podiatry Advanced Clinical Practice,PHTY90126
Integrated Professional Practice B,PHTY90128
Health Leadership & Digital Innovation,PHTY90129
Research Capstone,PHTY90130
Physics 1: Advanced,PHYC10001
Physics 2: Advanced,PHYC10002
Physics 2: Physical Science & Technology,PHYC10004
Physics 2: Life Sciences & Environment,PHYC10006
Physics for Biomedicine,PHYC10007
From the Solar System to the Cosmos,PHYC10008
Foundations of Physics,PHYC10009
Indigenous Astronomy,PHYC10010
Quantum and Thermal Physics,PHYC20012
Laboratory and Computational Physics 2,PHYC20013
Theoretical Physics 2,PHYC20014
Special Relativity and Electromagnetism,PHYC20015
Archaeoastronomy,PHYC20017
Sub-atomic Physics,PHYC30011
Electrodynamics,PHYC30016
Statistical Physics,PHYC30017
Quantum Physics,PHYC30018
Astrophysics,PHYC30019
Laboratory and Computational Physics 3,PHYC30021
Theoretical Physics 3,PHYC30022
"Light, Lasers, Optics",PHYC30023
Condensed Matter Physics 3,PHYC30024
Physics Research Project Pt1,PHYC40009
Physics Research Project Pt1,PHYC40010
Physics Research Project Pt1,PHYC40011
Physics Research Project Pt1,PHYC40012
Physics Research Project Pt2,PHYC40013
Physics Research Project Pt2,PHYC40014
Physics Research Project Pt2,PHYC40015
Physics Research Project Pt2,PHYC40016
Quantum Mechanics,PHYC90007
Quantum Field Theory,PHYC90008
Physical Cosmology,PHYC90009
Statistical Mechanics,PHYC90010
Particle Physics,PHYC90011
General Relativity,PHYC90012
Condensed Matter Physics 4,PHYC90013
Research Project,PHYC90021
Research Project,PHYC90022
Research Project,PHYC90023
Research Project,PHYC90024
Physics Research Project Pt 1,PHYC90029
Physics Research Project Pt 1,PHYC90030
Physics Research Project Pt 2,PHYC90033
Physics Research Project Pt 2,PHYC90034
Physics Research Project Pt 2,PHYC90035
Physics Research Project Pt 3,PHYC90038
Physics Research Project Pt 3,PHYC90040
Physics Research Project Pt 4,PHYC90044
Physics Research Project Pt 4,PHYC90046
Physics Research Project Pt 3,PHYC90047
Physics Research Project Pt 1,PHYC90048
Physics Research Project Pt 3,PHYC90049
Physics Research Project Pt 4,PHYC90050
Physics Research Project Pt 3,PHYC90051
Physics Research Project Pt 5,PHYC90053
Advanced Quantum Field Theory,PHYC90057
Human Physiology,PHYS20008
Research-Based Physiology,PHYS20009
Experimental Physiology,PHYS30009
Advanced Human Physiology,PHYS30010
Clinical and Translational Physiology,PHYS30011
Physiology: Adapting to Challenges,PHYS30012
Anatomy & Physiology Research Project P1,PHYS40005
Anatomy & Physiology Research Project P2,PHYS40006
Advanced Seminars in Biomedical Sciences,PHYS90008
Cities Past and Future,PLAN10001
Introduction to Urban Planning,PLAN10002
Urban Design for People and Places,PLAN20002
Planning Scenario and Policy Workshop,PLAN30001
Research Methods for Planners,PLAN30003
Transit Oriented Development,PLAN30004
Urban Precinct Studio,PLAN30005
City Leadership,PLAN90003
Australian Politics,POLS10001
Introduction to Political Ideas,POLS10003
Comparative Politics,POLS20023
International Relations: Key Concepts,POLS20025
Politics and the Media,POLS20026
Political Economy,POLS20031
Parliamentary Internship,POLS30001
Public Affairs Internship,POLS30003
Chinese Politics and Society,POLS30011
European Integration: Politics of the EU,POLS30018
Australian Foreign Policy,POLS30019
Global Environmental Politics,POLS30022
On Country Learning: Indigenous Studies,POLS30028
American Politics,POLS30030
Campaigns and Elections,POLS30032
Democracy and its Dilemmas,POLS30033
Political Psychology,POLS30034
Applied Political Science Project,POLS30037
Social Science Research Seminar,POLS40013
Politics & International Thesis Part 1,POLS40021
Politics & International Thesis Part 2,POLS40022
Communicating Social Science Research,POLS40023
Key Debates in Political Science 1,POLS40024
Key Debates in Political Science 2,POLS40025
MA Research,POLS70006
PhD Research,POLS80001
Trade Policy Politics & Governance,POLS90012
International Organisations,POLS90016
International Security,POLS90022
International Governance and Law,POLS90023
International Political Economy,POLS90026
International Relations Theory,POLS90028
International Policymaking in Practice,POLS90034
Great Power Politics,POLS90035
Human Rights,POLS90038
Latin America in the World,POLS90042
Diplomacy: Theory and Practice,POLS90047
Ethics and International Relations,POLS90048
Terrorism and Insurgency,POLS90050
Technology and Power in World Politics,POLS90051
International Relations Thesis Part 1,POLS90054
Cyberpolitics in International Relations,POLS90065
Introduction to Epidemiology,POPH20002
Real World Epidemiology,POPH30003
Ethics and Equity in Health and Medicine,POPH30004
Population Health Research Project 1,POPH40005
Population Health Research Project 2,POPH40006
Biostatistics,POPH90013
Epidemiology 1,POPH90014
Health Promotion,POPH90020
Health Program Evaluation 1,POPH90058
Women and Global Health,POPH90066
Prevention and Control of STIs and HIV,POPH90068
Clinical Sexual & Reproductive Health,POPH90070
Disability in Policy and Practice,POPH90088
Health Program Evaluation 2,POPH90090
Economic Evaluation 1,POPH90093
Health Economics 1,POPH90094
Economic Evaluation 2,POPH90095
Genetic Epidemiology,POPH90111
Infectious Disease Epidemiology,POPH90112
Health Indicators and Health Surveys,POPH90117
Clinical Biostatistics,POPH90118
Design of Randomised Controlled Trials,POPH90119
Statistical Genomics,POPH90124
Primary Health Care: applied principles,POPH90131
"Primary Health Care, Jamkhed, India",POPH90137
Regression Methods in Health Research,POPH90144
Survival Analysis & Regression for Rates,POPH90145
Biostatistics Research Project - S,POPH90149
Biostatistics Research Project - D,POPH90151
Young People in Context,POPH90167
Young People Experiencing Vulnerability,POPH90168
Adolescent Sexuality and Sexual Health,POPH90169
Adolescent Health Project,POPH90170
Young People and Substance Abuse,POPH90171
SocioEnvironmentalContext of Adolescents,POPH90172
Health Promotion and Young People,POPH90173
Health Program Design & Implementation,POPH90189
Gender and Health,POPH90199
Advanced Qualitative Health Research,POPH90200
Community Engagement for Health Impact,POPH90201
Health Policy,POPH90206
Comparative Health Systems,POPH90209
Foundations of Public Health,POPH90217
Public Health Leadership and Management,POPH90218
Societal Implications of Genomics,POPH90226
Public Health in Practice,POPH90227
Health Economics 2,POPH90229
Planetary and Global Health,POPH90230
Qualitative Research in Public Health,POPH90231
Professional Practice - S,POPH90239
Epidemiology 2,POPH90242
Epidemiology in Practice,POPH90243
Health and Human Rights,POPH90244
Non Communicable Disease & Global Health,POPH90247
Research Project in Public Health - S,POPH90255
Ageing in Society,POPH90256
Body of Ageing,POPH90257
Economics of Ageing,POPH90258
Technology and Ageing,POPH90263
Ageing Health & Human Services,POPH90267
Adolescent Health Minor Thesis,POPH90268
Infectious Diseases Modelling,POPH90271
Prioritising & Planning in Public Health,POPH90274
Population Mental Health,POPH90275
M.Epidemiology Research Project Part 1,POPH90276
M.Epidemiology Research Project Part 2,POPH90277
Epidemiology Research Project Part 1,POPH90278
Epidemiology Research Project Part 2,POPH90279
Epidemiology Research Project Part 1,POPH90280
Epidemiology Research Project Part 2,POPH90283
Research Project in Public Health Part 1,POPH90284
Research Project in Public Health Part 2,POPH90285
Professional Practice - Part 1,POPH90286
Professional Practice - Part 2,POPH90287
Biostatistics Research Project Part 1,POPH90288
Biostatistics Research Project Part 2,POPH90289
Indigenous Health in a Global Context,POPH90291
M.Epidemiology Research Project - S,POPH90292
Digital Health for Consumers,POPH90294
